product_name,manufacturer,pharmaceutical_form,expiration_date,register_year,durability
pregabalina lam 300 mg,laboratorios de aplicaciones medicas,COMPRIMIDO,2028-03-14,2018,10
dolo - complejo b alfa,laboratorios alfa,COMPRIMIDO,2023-04-23,2018,5
vokanamet,janssen ortho llc,COMPRIMIDO,2023-12-16,2018,5
livastina,laboratorio britania,TABLETA,2023-04-23,2018,5
gadofem,gador,COMPRIMIDO,2028-04-23,2018,10
etoricoxib mamey 90 mg,laboratorios de aplicaciones medicas,COMPRIMIDO,2028-04-11,2018,10
candebrit hct,laboratorio britania,TABLETA,2023-04-23,2018,5
furosemida,caplin point laboratories,SOLUCION,2028-02-15,2018,10
saletin,mega labs.,COMPRIMIDO,2028-05-04,2018,10
vidacor® 100,laboratorios de aplicaciones medicas,COMPRIMIDO,2028-04-23,2018,10
temozolamida 100 mg,celon laboratories private limited,CAPSULA,2028-02-09,2018,10
citoneurox,laboratorio italiana biochimico farmaceutico lisapharma,SOLUCION,2023-04-23,2018,5
paraconica,s.m. farmaceutici s.r.l,SOLUCION,2028-05-10,2018,10
ronocit 500mg/4ml,pharma vision san ve tic as,SOLUCION,2028-03-09,2018,10
cloranfenicol,flagship biotech international,SOLUCION,2028-03-05,2018,10
pregabalina 150mg,industria farmaceutica del caribe,CAPSULA,2028-06-13,2018,10
pepto-bismol,the procter & gamble manufacturing company,SUSPENSION,2028-04-06,2018,10
minart® am,richam internacional,COMPRIMIDO,2028-05-14,2018,10
pregabalina mamey® 300 mg,laboratorios de aplicaciones medicas,COMPRIMIDO,2028-03-14,2018,10
inoderm,laboratorio continental farmaceutica (contifarma),UNGUENTO,2023-03-15,2018,5
temfen,laboratorios gobeyn,JARABE,2023-03-15,2018,5
convultin 500 mg,acromax dominicana,TABLETA,2028-01-17,2018,10
fembital,laboratorio quimico dominicano,TABLETA,2023-03-15,2018,5
sulfadiazina de plata,shanxi federal pharmaceutical co.,CREMA,2023-03-15,2018,5
cloniperten,ethical pharmaceutical,COMPRIMIDO,2028-04-17,2018,10
ciprofloxacina mamey 500 mg,laboratorios de aplicaciones medicas,COMPRIMIDO,2028-04-24,2018,10
nootrox®,laboratorios de aplicaciones medicas,SOLUCION,2028-06-22,2018,10
levofloxacina mamey® 500 mg,laboratorios de aplicaciones medicas s.a.,COMPRIMIDO,2028-06-07,2018,10
telydalt duo,altian pharma,COMPRIMIDO,2028-04-23,2018,10
r-amoxi,innovacion quimica industrial,CAPLETA,2028-03-15,2018,10
nebivolol -5,ravenbhel healtcare private limited,TABLETA,2023-03-09,2018,5
ketoin,myungmoon pharmaceutical,SOLUCION,2028-08-02,2018,10
bupivacaina hcl pesada  0.5%,myungmoon pharmaceutical,SOLUCION,2028-01-28,2018,10
cataperten,ethical pharmaceutical,COMPRIMIDO,2028-04-17,2018,10
bupivacaina hcl 0.5%,myungmoon pharmaceutical,SOLUCION,2028-02-21,2018,10
aprobrit duo,laboratorios britania,COMPRIMIDO,2028-04-24,2018,10
paclitaxel tuteur,laboratorios ima s.a.i.c.,CONCENTRADO,2028-01-08,2018,10
atozet,merck sharp & dohme b.v.,COMPRIMIDO,2023-03-08,2018,5
avaxim 80 u pediatrico,sanofi pasteur,SUSPENSION,2028-05-24,2018,10
escitalopram  mamey 10 mg,laboratorios de aplicaciones medicas,COMPRIMIDO,2028-03-14,2018,10
xeomin,merz pharma gmbh & co.,POLVO,2028-01-24,2018,10
celecoxib mamey 400 mg,laboratorios de aplicaciones medicas,COMPRIMIDO,2028-03-14,2018,10
metopres® 50,laboratorios de aplicaciones medicas,COMPRIMIDO,2028-06-07,2018,10
celecoxib lam 400 mg,laboratorios de aplicaciones medicas,COMPRIMIDO,2028-03-14,2018,10
diclofenac mamey®,laboratorios de aplicaciones medicas,SUSPENSION,2028-03-14,2018,10
carvedilol wemed,laboratorio san luis,TABLETA,2023-12-06,2018,5
benicar amlo,daiichi sankyo brasil farmaceutica,TABLETA,2028-02-21,2018,10
amlodipina 5 mg,industria farmaceutica del caribe,TABLETA,2028-06-18,2018,10
secnidazol,bennet pharmaceutical ltd,TABLETA,2023-04-09,2018,5
dolo flenex,scavone hnos. s.a. laboratorios catedral,SOLUCION,2023-04-09,2018,5
minart plus,richam internacional s.a.,COMPRIMIDO,2028-01-04,2018,10
neuronal 75,roemmers,COMPRIMIDO,2023-04-05,2018,5
rafamin 400,roemmers,COMPRIMIDO,2023-04-05,2018,5
pregabalina,industria farmaceutica del caribe,CAPSULA,2028-05-30,2018,10
xaltax - 20,cipla ltd.,CAPSULA,2023-03-28,2018,5
aptissen synolis v-a,aptissen,GEL,2023-03-27,2018,5
minart plus,richam internacional s.a.,COMPRIMIDO,2028-01-24,2018,10
primax bussie laca,laboratorios bussie s.a.,LACA,2023-11-21,2018,5
amoxicilina,shandong shenglu pharmaceutical co.,CAPSULA,2023-03-27,2018,5
metoclopramida,fredun pharmaceuticals limited,TABLETA,2023-03-27,2018,5
metoprolol  + amlodipina sued 100 mg + 5 mg,laboratorios sued,COMPRIMIDO,2028-02-28,2018,10
metoprolol + amlodipina sued 100 mg + 10 mg,laboratorios sued,COMPRIMIDO,2028-02-28,2018,10
meriba,macleods pharmaceutical limited mumbai,TABLETA,2023-03-27,2018,5
itraconazol 200 mg,inmenol industrial laboratorios,CAPSULA,2023-03-27,2018,5
diclofenac  sodico,shandong shenglu pharmaceutical co.,TABLETA,2023-03-27,2018,5
leskera,caristar laboratories private limited,JARABE,2028-08-23,2018,10
diclofenac lam ®,laboratorios de aplicaciones medicas,SUSPENSION,2028-03-14,2018,10
corprexia 8,laboratorio magnachem international,COMPRIMIDO,2028-04-24,2018,10
levotiroxina lam® 100 mcg,laboratorios de aplicaciones medicas,COMPRIMIDO,2028-03-14,2018,10
caltrom,macleods pharmaceuticals,CAPSULA,2028-08-23,2018,10
lamoxi - a,ibero farmacos,CAPLETA,2023-12-06,2018,5
clobetasol sued 0.05%,laboratorios sued,CREMA,2028-01-31,2018,10
constilax,laboratorio san luis,TABLETA,2023-12-06,2018,5
dolo-neurolam® xr,laboratorios de aplicaciones medicas,COMPRIMIDO,2028-05-07,2018,10
clobetavic,gonzalez & vicente laboratorio gv. lab,CREMA,2023-01-31,2018,5
femaven 500 mg,kern pharma,COMPRIMIDO,2023-01-31,2018,5
antial-bt®,laboratorios de aplicaciones medicas s.a.,COMPRIMIDO,2028-03-05,2018,10
micoftal d,laboratorios sintesis,SOLUCION,2023-12-06,2018,5
ciproxacin® 500,laboratorios de aplicaciones medicas,COMPRIMIDO,2028-05-21,2018,10
meropenem,shanxi zhongbao shuguang pharmaceutical co.,POLVO,2023-01-31,2018,5
lepcetam®,laboratorios de aplicaciones medicas,SOLUCION,2028-05-10,2018,10
idolma-2.5,gefarca industria  farmaceutica perezespinosa,TABLETA,2023-01-30,2018,5
bencilpenicilina benzatinica 0.6 mega,shandong shenglu pharmaceutical co.,POLVO,2023-01-31,2018,5
deflarin,altian pharma,COMPRIMIDO,2028-01-30,2018,10
etoricoxib lam 120 mg,laboratorios de aplicaciones medicas,COMPRIMIDO,2028-05-07,2018,10
esomeprazol lam® 20 mg,laboratorios de aplicaciones medicas,COMPRIMIDO,2028-03-14,2018,10
linovo d 5,laboratorio magnachem international,COMPRIMIDO,2028-01-30,2018,10
natalben supra,hc clover productos y servicios s.l.,CAPSULA,2023-01-30,2018,5
ciprofloxacina,laboratorios sintesis,SOLUCION,2023-12-06,2018,5
bisbeta -h 5,ibero farmacos,COMPRIMIDO,2023-12-06,2018,5
idolma-5,lab. gefarca ind. farmaceutica perezespinosa (geinfaper) srl,TABLETA,2028-01-30,2018,10
diclo k biotic,syntofarma,COMPRIMIDO,2028-04-12,2018,10
bupivacaina,celon laboratories limited,SOLUCION,2023-01-30,2018,5
quetiapina mamey 100 mg,laboratorios de aplicaciones medicas,COMPRIMIDO,2028-05-16,2018,10
prelone,altian pharma,COMPRIMIDO,2028-01-30,2018,10
memantina juste,west pharma-producciones de especialidades farmaceuticas.,COMPRIMIDO,2023-01-31,2018,5
carvedi-pres 3.125,farqui,TABLETA,2028-01-31,2018,10
promixol r,laboratorios rowe,SOLUCION,2028-07-20,2018,10
vita plus l labocont,labocont industrial,JARABE,2023-12-14,2018,5
tracyl,camilo labs,POLVO,2023-01-31,2018,5
mega mulsion kids sabor naranja,labocont industrial,EMULSION,2023-12-14,2018,5
ambroxol,laboratorios sintesis,SOLUCION,2023-12-06,2018,5
lamigrax,laboratorios de aplicaciones medicas,COMPRIMIDO,2028-04-24,2018,10
seguribact,camilo labs,CAPLETA,2028-01-31,2018,10
mecobalamina 500 mcg tabletas,camilo labs,TABLETA,2028-01-31,2018,10
conglifer 30mg/ml solucion gotas orales,laboratorios camilo labs.,SOLUCION,2028-01-31,2018,10
kemely,laboratorios camilo labs s.r.l.,OVULO,2028-01-31,2018,10
apirexia 750 mg,camilo labs,CAPLETA,2028-01-31,2018,10
indoloff 100 mg supositorio,camilo labs,SUPOSITORIO,2028-01-31,2018,10
amunit 150 mg capletas recubiertas,laboratorios camilo labs.,CAPLETA,2028-01-31,2018,10
goxyral,eriochem s.a,POLVO,2023-01-31,2018,5
energen c,camilo labs,GRANULADO,2028-01-31,2018,10
flosale,biodeal pharmaceuticals pvt.,SPRAY,2028-05-24,2018,10
difenhidramina,laboratorios sintesis,SOLUCION,2023-12-06,2018,5
memantina juste,west pharma-producciones de especialidades farmaceuticas.,COMPRIMIDO,2023-01-31,2018,5
clonidina if,ibero farmacos,TABLETA,2023-12-06,2018,5
secnidazol if,ibero farmacos,CAPLETA,2023-12-06,2018,5
oxalimark - 50,marksans pharma ltd.,SOLUCION,2023-12-06,2018,5
cisplamark,marksans pharma ltd.,SOLUCION,2023-12-06,2018,5
zenturil-a 20/10,ibero farmacos,COMPRIMIDO,2023-12-06,2018,5
gastroflux,eurofarma guatemala,COMPRIMIDO,2028-04-24,2018,10
simbrinza,alcon-couvreur,SUSPENSION,2028-04-12,2018,10
seudrin,wexford laboratories pvt. ltd.,TABLETA,2028-01-23,2018,10
dolocoxib® 60,laboratorios de aplicaciones medicas,COMPRIMIDO,2028-06-06,2018,10
montelukast mamey 10 mg,laboratorios de aplicaciones medicas,COMPRIMIDO,2028-05-16,2018,10
dexametasona,laboratorios sintesis,SOLUCION,2028-01-23,2018,10
menalgil neurotropas,laboratorios bonin s.a,SOLUCION,2023-01-24,2018,5
avastin,genentech,CONCENTRADO,2028-01-31,2018,10
clindavic,gonzalez & vicente laboratorio gv. lab,GEL,2023-01-23,2018,5
acetaminofen,laboratorio san luis,SOLUCION,2023-12-06,2018,5
ser-t,medifarma,TABLETA,2023-01-23,2018,5
nistatina,bharat parenterals ltd,SUSPENSION,2023-01-23,2018,5
metrozyl®,laboratorios de aplicaciones medicas,SUSPENSION,2028-03-27,2018,10
quetiapina mamey® 200 mg,laboratorios de aplicaciones medicas,COMPRIMIDO,2028-05-14,2018,10
irbecor a 150 / 5,laboratorio magnachem international,TABLETA,2023-01-23,2018,5
ceftrion,lyka labs ltd,POLVO,2023-01-23,2018,5
metrozyl® 500,laboratorios de aplicaciones medicas,COMPRIMIDO,2028-03-27,2018,10
albendazol + quinfamida  lam   200/ 150 mg,laboratorios de aplicaciones medicas,COMPRIMIDO,2028-03-14,2018,10
dolifen®,laboratorios de aplicaciones medicas,SUSPENSION,2028-03-14,2018,10
geniprol,laboratorio san luis,CAPLETA,2023-01-23,2018,5
gacela 75,mega labs,CAPSULA,2028-02-28,2018,10
redugrel-20,lab. gefarca ind. farmaceutica perezespinosa,TABLETA,2028-01-23,2018,10
topir-20,lab. gefarca ind. farmaceutica perezespinosa,TABLETA,2028-01-24,2018,10
amitriptilina hcl,medifarma,TABLETA,2023-01-23,2018,5
cloranfenicol 250 mg,inmenol industrial laboratorios,CAPSULA,2023-01-23,2018,5
obbiat,laboratorios leon farma s.a.,COMPRIMIDO,2028-05-02,2018,10
laxonol,fdc ltd,SOLUCION,2023-01-23,2018,5
gacela  300,mega labs,CAPSULA,2028-02-28,2018,10
clotrimazol +gentamicina + betametasona,nem laboratories pvt. ltd.,CREMA,2023-01-24,2018,5
aricept,bora pharmaceuticals co.,TABLETA,2023-11-21,2018,5
amoxicilina,laboratorio san luis,POLVO,2023-12-06,2018,5
ciltrocer,beximco pharmaceuticals ltd.,AEROSOL,2023-11-21,2018,5
levofloxacina lam® 500 mg,laboratorios de aplicaciones medicas,COMPRIMIDO,2028-06-06,2018,10
enantyum 25 mg,laboratorios alcala farma,SOLUCION,2028-06-13,2018,10
valprolam,laboratorios de aplicaciones medicas,SOLUCION,2028-05-10,2018,10
levotrin® 125,laboratorios de aplicaciones medicas,COMPRIMIDO,2028-03-27,2018,10
lorcef 500 mg / i.v,laboratorio magnachem international,POLVO,2028-01-31,2018,10
levotrin ®100,laboratorios de aplicaciones medicas,COMPRIMIDO,2028-03-14,2018,10
alisten 100,laboratorios de aplicaciones medicas,COMPRIMIDO,2028-05-07,2018,10
levofloxacina wemed,laboratorio san luis,CAPLETA,2023-01-30,2018,5
levotrin ® 175,laboratorios de aplicaciones medicas,COMPRIMIDO,2028-03-14,2018,10
sustenium total,laboratorios menarini,POLVO,2028-03-05,2018,10
simvastatina lam 40 mg,laboratorios de aplicaciones medicas,COMPRIMIDO,2028-04-23,2018,10
levotrin® 200,laboratorios de aplicaciones medicas,COMPRIMIDO,2028-03-14,2018,10
dex-litos 45 sabor manzana,laboratorios alfa,SOLUCION,2028-02-21,2018,10
conglifer 150 mg tabletas recubiertas,camilo labs,TABLETA,2028-01-23,2018,10
uniridona 4 mg tabletas recubiertas,laboratorios camilo labs.,TABLETA,2028-01-23,2018,10
acetaminofen + dextrometorfan + (ver al dorso),laboratorios sued,JARABE,2028-01-23,2018,10
daivobet,leo laboratories limited,GEL,2028-01-31,2018,10
cetirizina sued,laboratorios sued,SOLUCION,2028-04-23,2018,10
uniridona 3 mg tabletas recubiertas,laboratorios camilo labs.,TABLETA,2028-01-23,2018,10
sildenafil,innovacion quimica industrial,SUSPENSION,2023-01-30,2018,5
lisiprex d,laboratorio magnachem international,COMPRIMIDO,2028-01-24,2018,10
jabon germicida roldan al 1%,laboratorios roldan,JABON,2023-01-30,2018,5
edopain,incepta pharmaceuticals ltd,TABLETA,2023-11-21,2018,5
cerrokast,laboratorios coaspharma s.a.s; colombia,TABLETA,2023-01-24,2018,5
ortoflam- forte,saga laboratories,TABLETA,2023-02-19,2018,5
lodonal,acromax dominicana,CAPSULA,2028-05-21,2018,10
boracont,labocont industrial,POLVO,2023-12-14,2018,5
gluconato de calcio,scott-edil pharmacia ltd,SOLUCION,2028-01-31,2018,10
"adepra h 8/12,5",acromax laboratorio quimico farmaceutico s.a. ecuador,COMPRIMIDO,2023-12-14,2018,5
nifedipino-20,gefarca industria farmaceutica perezespinosa,TABLETA,2023-02-15,2018,5
eritropoyetina 4000 ui,m. r. pharma,SOLUCION,2023-02-15,2018,5
atriscal,gebro pharma gmbh,POLVO,2023-02-15,2018,5
cardipres 5,laboratorio magnachem international,COMPRIMIDO,2028-02-21,2018,10
martxel,eriochem s.a,POLVO,2023-02-14,2018,5
leflotrin,laboratorios ameripharma srl,CAPLETA,2028-02-21,2018,10
flixotide,glaxo wellcome,SUSPENSION,2028-01-23,2018,10
san lorenzo,laboratorio continental farmaceutica (contifarma),UNGUENTO,2023-02-09,2018,5
jalra,siegfried barbera sl,COMPRIMIDO,2028-03-09,2018,10
zoxnitadina 500,ibero farmacos,CAPLETA,2023-12-14,2018,5
vancomicina,shanxi zhongbao shuguang pharmaceutical co.,POLVO,2023-02-08,2018,5
educil 20,laboratorios de aplicaciones medicas,COMPRIMIDO,2028-05-14,2018,10
tarceva,f. hoffmann-la roche,COMPRIMIDO,2023-01-31,2018,5
cefadroxilo,laboratorio san luis,POLVO,2023-12-14,2018,5
clogen,laboratorio san luis,OVULO,2023-12-14,2018,5
euvichol,eubiologics co.,SUSPENSION,2023-01-31,2018,5
defendek 200,laboratorios de aplicaciones medicas,COMPRIMIDO,2028-05-14,2018,10
ceftriaxona,theon pharmaceuticals ltd,POLVO,2023-01-31,2018,5
montelukast lam® 10 mg,laboratorios de aplicaciones medicas,COMPRIMIDO,2028-05-16,2018,10
benimet,ibero farmacos,JARABE,2023-12-14,2018,5
quetiapina lam® 300 mg,laboratorios de aplicaciones medicas,COMPRIMIDO,2028-05-21,2018,10
metoprolol mamey® 50 mg,laboratorios de aplicaciones medicas,COMPRIMIDO,2028-05-16,2018,10
lukanex,laboratorios saval,COMPRIMIDO,2028-02-21,2018,10
albatusin,laboratorio magnachem international,SOLUCION,2028-02-21,2018,10
quinfazol plus,laboratorios de aplicaciones medicas,COMPRIMIDO,2028-05-21,2018,10
esomeprazol,bharat parenterals ltd,TABLETA,2023-02-19,2018,5
"neurotropas alfa 25,000",laboratorios alfa,SOLUCION,2028-03-05,2018,10
metformina,jiangsu ruinian qianjin pharmaceutical co. ltd.,TABLETA,2023-02-19,2018,5
zirin,mega lifesciences public company,CAPSULA,2028-01-30,2018,10
lisiprex  10,laboratorio magnachem international,COMPRIMIDO,2028-02-28,2018,10
octostim,ferring,SOLUCION,2028-01-30,2018,10
tabcin extra fuerte día,berlimed,CAPSULA,2028-04-24,2018,10
libal  20,roemmers,COMPRIMIDO,2023-02-19,2018,5
venoscler 0.5 %,celsius,SOLUCION,2023-02-19,2018,5
dorixina relax,mega labs.,COMPRIMIDO,2028-05-10,2018,10
pregabalina feltrex,laboratorios feltrex,TABLETA,2028-02-28,2018,10
synflorix,glaxosmithkline biologicals,SUSPENSION,2028-01-31,2018,10
nefor 3,mega labs,COMPRIMIDO,2023-02-19,2018,5
carbonato de calcio,jiangxi xierkangtai pharmaceutical co.,TABLETA,2023-02-19,2018,5
prenatgine,urufarma s.a. uruguay,COMPRIMIDO,2023-02-15,2018,5
nefor 2,mega labs,COMPRIMIDO,2023-02-15,2018,5
aceite de ricino,laboratorios dr. collado,LIQUIDO,2028-02-21,2018,10
cardipres 7.5,laboratorio magnachem international,COMPRIMIDO,2028-02-21,2018,10
lacosan® 200,laboratorios de aplicaciones medicas,COMPRIMIDO,2028-06-20,2018,10
conrelax fuerte,gutis ltda.;,CAPSULA,2028-07-04,2018,10
dexketoprofeno trometamol,laboratorios stein,TABLETA,2028-06-28,2018,10
avastin,genentech,CONCENTRADO,2028-05-02,2018,10
metronidazol,laboratorio san luis,OVULO,2023-12-14,2018,5
doloket,laboratorio magnachem international,SOLUCION,2028-04-04,2018,10
avamigran,altian pharma,COMPRIMIDO,2028-01-22,2018,10
atherox 40,ibero farmacos,COMPRIMIDO,2023-12-14,2018,5
docetaxel eriochem,eriochem s.a,CONCENTRADO,2023-01-31,2018,5
coraprot,laboratorio san luis,TABLETA,2023-12-14,2018,5
binarin,laboratorios pisa,SOLUCION,2023-01-31,2018,5
xibran,laboratorio san luis,CAPLETA,2023-12-14,2018,5
dermasten al 5 %,laboratorio san luis,LOCION,2023-12-14,2018,5
complejo b if,ibero farmacos,TABLETA,2023-12-14,2018,5
levotrin ®150,laboratorios de aplicaciones medicas,COMPRIMIDO,2028-03-14,2018,10
crolim,sun pharmaceutical industries ltd.,CAPSULA,2023-01-31,2018,5
albendazol+quinfamida  mamey  200/150 mg,laboratorios de aplicaciones medicas,COMPRIMIDO,2028-03-14,2018,10
ketoconazol + clindamicina,laboratorio san luis,OVULO,2023-12-14,2018,5
dolifen,laboratorios de aplicaciones medicas,SUSPENSION,2028-03-27,2018,10
bleomicina,khandelwal laboratories pvt. ltd.,POLVO,2023-01-31,2018,5
fosfomicina wemed,laboratorio san luis,CAPSULA,2023-12-14,2018,5
atherox plus,ibero farmacos,COMPRIMIDO,2023-12-14,2018,5
astarte,urufarma s.a. uruguay,COMPRIMIDO,2023-01-31,2018,5
xirmen,laboratorios bonin s.a.,SOLUCION,2028-01-23,2018,10
goxyral,eriochem s.a,POLVO,2023-01-31,2018,5
totmag,sincrofarm,POLVO,2023-01-31,2018,5
tobrazol-dx,laboratorios vitaline,SUSPENSION,2028-01-23,2018,10
totmag,sincrofarm,POLVO,2023-01-31,2018,5
hemanofen pediatrico,camilo labs,SUPOSITORIO,2023-01-31,2018,5
potencia vital,labocont industrial,JARABE,2023-12-14,2018,5
migra-­dorixina,mega labs.,COMPRIMIDO,2028-05-14,2018,10
betsa 10 mg,shandong shenglu pharmaceutical co.,TABLETA,2023-12-14,2018,5
histaprin,laboratorios lamfer,SOLUCION,2028-08-23,2018,10
dolocoxib 90,laboratorios de aplicaciones medicas,COMPRIMIDO,2028-05-16,2018,10
dorzolatim,laboratorios sintesis,SOLUCION,2023-12-14,2018,5
tratoben,laboratorios pisa,TABLETA,2023-01-31,2018,5
iberterol tres,ibero farmacos,TABLETA,2023-12-14,2018,5
ceftriaxona,lab. gefarca ind. farmac. perezespinosa,POLVO,2028-02-21,2018,10
oroflam-6.25,lab. gefarca indust. farm. perezespinosa s.r.l.,CAPLETA,2028-03-05,2018,10
mestinon,tecnofarma,TABLETA,2028-07-20,2018,10
naglazyme,vetter pharma fertigung gmbh & co. kg,CONCENTRADO,2028-02-21,2018,10
prelone,altian pharma  s.a.,COMPRIMIDO,2028-01-23,2018,10
fungusfin,laboratorio san luis,TABLETA,2023-12-14,2018,5
clopidogrel,unicure india ltd.,TABLETA,2028-02-28,2018,10
metformina,unicure india ltd.,TABLETA,2028-02-21,2018,10
eslofem  750,ibero farmacos,CAPLETA,2023-12-14,2018,5
dextos bial,bial portela & ca.,JARABE,2028-03-07,2018,10
fecocil,laboratorios proquimed,TABLETA,2023-12-14,2018,5
candid-b,glenmark pharmaceuticals ltd,CREMA,2023-12-14,2018,5
blockapress,laboratorios stein s.a.,TABLETA,2028-05-02,2018,10
muvett s,procaps s.a.,TABLETA,2028-03-27,2018,10
saugelac,ibero farmacos,AMPOLLA,2028-02-15,2018,10
glipox met 1000/50,laboratorios de aplicaciones medicas,COMPRIMIDO,2028-06-06,2018,10
linovo d 10,laboratorio magnachem international,COMPRIMIDO,2028-02-21,2018,10
quetiapina mamey 25 mg,laboratorios de aplicaciones medicas,COMPRIMIDO,2028-05-16,2018,10
hidroxido de aluminio e hidroxido de magnesio,quimica y farmacia s.a. de c.v.,SUSPENSION,2023-12-14,2018,5
levotrin® 75,laboratorios de aplicaciones medicas s.a.,COMPRIMIDO,2028-03-14,2018,10
tarosone - 40,caristar laboratories pvt.,SUSPENSION,2028-11-06,2018,10
zenturil-a 5/10,ibero farmacos,COMPRIMIDO,2023-12-14,2018,5
lacimen 5mg/ml,kern pharma,SOLUCION,2028-02-21,2018,10
amoxicilina / clavulanato de potasio,mirus pharma private limited; india,TABLETA,2023-04-23,2018,5
glacivin,biocon limited,SOLUCION,2023-04-23,2018,5
ampicilina sulbactam,shandong lukang pharmaceutical co.ltd china,POLVO,2023-06-04,2018,5
naproxeno,jiangsu pengyao pharmaceutical co.,TABLETA,2023-06-04,2018,5
meloxicam,laboratorios laprofar,TABLETA,2028-09-19,2018,10
cetirizina,glumex pharmaceuticals manufacturing pvt.ltd,TABLETA,2023-06-04,2018,5
cefuromac,usquare lifescience pvt. ltd,POLVO,2028-07-30,2018,10
glipixor m 2/500,cipla,TABLETA,2028-02-21,2018,10
ultramol plus 1000,saga lifesciences limited,TABLETA,2028-02-21,2018,10
ultramol 750,saga lifesciences limited,TABLETA,2028-01-23,2018,10
dolo-remufix,saga lifesciences limited,POLVO,2028-02-21,2018,10
cinimas 90,saga lifesciences limited,TABLETA,2028-02-21,2018,10
lincomicina,jiangsu huayang pharmaceutical co.,SOLUCION,2023-06-04,2018,5
diaformina lp 1000,mega labs,COMPRIMIDO,2028-05-31,2018,10
laxol,incepta pharmaceuticals ltd,POLVO,2028-02-22,2018,10
palonosetron,incepta pharmaceuticals ltd,SOLUCION,2023-11-06,2018,5
levotiroxina lam® 150 mcg,laboratorios de aplicaciones medicas,COMPRIMIDO,2028-03-27,2018,10
levotiroxina lam® 125 mcg,laboratorios de aplicaciones medicas,COMPRIMIDO,2028-03-14,2018,10
meformax 750 xr,acromax dominicana,TABLETA,2028-07-31,2018,10
berifen 50,acino pharma ag,COMPRIMIDO,2023-05-30,2018,5
krunamina,laboratorios pisa,SOLUCION,2028-02-21,2018,10
amoxicilina,laboratorios flamingo pharmaceuticals ltd.,POLVO,2028-06-18,2018,10
ibuprofen 600 mg,medico remedies pvt ltd,TABLETA,2023-05-30,2018,5
meformax 500 xr,acromax dominicana,TABLETA,2028-07-31,2018,10
omeprazol,u square lifescience pvt. ltd,CAPSULA,2023-11-06,2018,5
clotrimazol,nem laboratories pvt. ltd.,CREMA,2023-06-04,2018,5
neuquinon,bora pharmaceuticals co.,TABLETA,2028-07-05,2018,10
cefalexina,shan dong yikang pharmaceutical co.,POLVO,2023-06-04,2018,5
levotiroxina,steril-gene life sciences (p) ltd,TABLETA,2023-06-06,2018,5
diaformina lp 750,mega labs.,COMPRIMIDO,2028-07-20,2018,10
priorix,fidia farmaceutici s.p.a.,POLVO,2028-07-17,2018,10
ranisa 300 mg,medico remedies pvt ltd,TABLETA,2023-06-06,2018,5
tadalafil,eurofarma laboratorios s.a.,COMPRIMIDO,2023-06-06,2018,5
"clorhidrato de fenilefrina , clorfeniramina maleato, cafeina (anhidra)",kamron laboratories limited,TABLETA,2023-06-06,2018,5
electrolit sabor fresa,laboratorios pisa,SOLUCION,2023-06-06,2018,5
miprox-10,unicure remedies  pvt. ltd.; india,TABLETA,2023-06-06,2018,5
electrolit sabor coco,laboratorios pisa,SOLUCION,2023-06-06,2018,5
electrolit sabor manzana,laboratorios pisa,SOLUCION,2023-06-06,2018,5
infanrix hexa,glaxosmithkline biologicals s.a.,POLVO,2028-07-06,2018,10
dipropionato de beclometasona + clorhidrato de fenilefrina + clorhidra,nem laboratories pvt. ltd.,CREMA,2023-06-06,2018,5
dispamol iqi ultra,innovacion quimica industrial,CAPLETA,2028-06-18,2018,10
ranisa  150 mg,medico remedies pvt ltd,TABLETA,2023-06-06,2018,5
eritromicina estolato,glumex pharmaceuticals manufacturing pvt.ltd,POLVO,2023-06-06,2018,5
electrolit sabor naranja-mandarina,laboratorios pisa,SOLUCION,2023-06-06,2018,5
zemplar,glaxo operations uk ltd,SOLUCION,2023-06-06,2018,5
alpha pharma astralean,alpha pharma healthcare (i) pvt ltd; india,TABLETA,2023-06-06,2018,5
bactek-r,inmunotek,SUSPENSION,2023-06-06,2018,5
piroxicam 20 mg,medico remedies pvt ltd,CAPSULA,2023-06-06,2018,5
balsamo vietnamita,cubarbs,CREMA,2023-06-04,2018,5
doloartrisar,rivpra formulation pvt. ltd.,POLVO,2028-06-06,2018,10
triblanq gv,gonzalez & vicente laboratorio gv. lab,CREMA,2023-11-06,2018,5
meropenem silver 1000 mg,cosmas research lab ltd.,POLVO,2023-05-30,2018,5
herfo,anacel,TABLETA,2023-05-30,2018,5
bisbeta h 10,ibero farmacos,COMPRIMIDO,2023-11-28,2018,5
febudan,farmaceutica paraguaya,COMPRIMIDO,2023-05-30,2018,5
ambroxol,laboratorios britania,JARABE,2028-01-31,2018,10
sanitoss alert,wexford laboratories pvt. ltd.,TABLETA,2028-07-17,2018,10
diclofenac 100,laboratorio britania,SUPOSITORIO,2023-05-24,2018,5
carditran - a 150-5,laboratorios alfa,COMPRIMIDO,2023-05-24,2018,5
flexidine -10,yash pharma laboratorios pvt ltd; india,TABLETA,2023-05-24,2018,5
bortezomib kemex,laboratorio kemex,POLVO,2028-07-17,2018,10
lactulosa,centurion healthcare pvt. ltd.; india,SOLUCION,2023-05-24,2018,5
voltaren 50,novasrtis saglik gida ve (ver al dorso....),COMPRIMIDO,2028-07-05,2018,10
cataflam dispersable,novartis saglik gida ve tarim urunleri sanayi ve ticarest a.s.,TABLETA,2028-07-17,2018,10
