product_name,manufacturer,pharmaceutical_form,expiration_date,register_year,durability
valscard-320,cardio tech pharmaceutical,CAPLETA,2027-09-30,2017,10
xiritrina,laboratorio innovacion quimica industrial,POLVO,2027-09-30,2017,10
vasutan,laboratorios proquimed,TABLETA,2027-07-10,2017,10
nyvem rowefem,roemmers,COMPRIMIDO,2022-11-25,2017,5
amapine v plus - 5/160/12.5,titan laboratories pvt. ltd,TABLETA,2022-10-28,2017,5
quimesart - ultra,laboratorios proquimed,CAPLETA,2027-07-29,2017,10
inflavir,laboratorios ameripharma,TABLETA,2022-11-25,2017,5
dicasen,farmaceutica paraguaya,COMPRIMIDO,2027-08-30,2017,10
flamydol,unipharm,SUSPENSION,2022-09-30,2017,5
amoxicilina 250 mg,inmenol industrial laboratorios,CAPSULA,2022-11-25,2017,5
valscard-80 hct,cardio tech pharmaceutical,TABLETA,2027-09-15,2017,10
esofax plus,procaps s.a.,CAPSULA,2022-10-28,2017,5
glibenclamida,kwality pharmaceuticals,TABLETA,2027-10-28,2017,10
lotensor - 5 hct,cardiotech pharmaceutical,TABLETA,2027-09-15,2017,10
meropenem 1 g alfa,laboratorios alfa,POLVO,2027-10-09,2017,10
salbutamol,unicure india ltd.,TABLETA,2022-11-25,2017,5
aprobrit max,laboratorios britania,COMPRIMIDO,2027-09-16,2017,10
prasenap roemmers 10/5,acromax laboratorio quimico farmaceutico s.a. ecuador,COMPRIMIDO,2022-10-28,2017,5
enalapril 10,laboratorio magnachem international s.r.l,TABLETA,2027-09-30,2017,10
euroglimep-m,ethical pharmaceutical,COMPRIMIDO,2027-09-30,2017,10
atdos union a 160/10,laboratorios rowe,COMPRIMIDO,2027-10-28,2017,10
zovax,cipla ltd.,CREMA,2022-09-30,2017,5
rancv msn lab,msn laboratories private limited,TABLETA,2027-06-30,2017,10
curacomplex,innovacion quimica industrial,CAPLETA,2022-10-31,2017,5
ibufar fem,laboratorios ameripharma,TABLETA,2022-09-22,2017,5
moxifloxacina,laboratorios ameripharma,CAPLETA,2022-09-22,2017,5
mia fol,laboratorios recalcine,COMPRIMIDO,2022-11-24,2017,5
bromhexina 4,laboratorio magnachem international,TABLETA,2022-11-25,2017,5
piracetam,scott-edil pharmacia ltd.,SOLUCION,2027-11-21,2017,10
bencilpenicilina procainica 0.4 mega,shandong shenglu pharmaceutical co.,POLVO,2022-11-25,2017,5
contenda - 50,medicamen biotech ltd.,TABLETA,2022-10-28,2017,5
dimenhidrinato,jiangsu huayang pharmaceutical co.,SOLUCION,2022-11-25,2017,5
zartrix,laboratorios casasco s.a.i.c.,COMPRIMIDO,2027-05-02,2017,10
aluminio-magnesio-dimeticona,quimica y farmacia s.a. de c.v.,SUSPENSION,2022-10-28,2017,5
hipovastin a 10/5,acromax laboratorio quimico farmaceutico s.a. ecuador,COMPRIMIDO,2022-11-25,2017,5
rogart - 100,cipla ltd.,CAPSULA,2022-09-30,2017,5
ceumid xr 500,mega labs.,COMPRIMIDO,2027-11-25,2017,10
ibufar,laboratorios ameripharma,COMPRIMIDO,2022-09-22,2017,5
haloperidol 2 mg,inmenol industrial laboratorios,TABLETA,2022-11-25,2017,5
glucopir 2,lab. generifar,CAPLETA,2027-06-29,2017,10
prebalina - m 150,micro labs limited,CAPSULA,2027-09-16,2017,10
forvel lp 1000,mega labs,COMPRIMIDO,2027-11-01,2017,10
dolketol,laboratorios alfa,SOLUCION,2027-09-08,2017,10
nyvodem,roemmers,COMPRIMIDO,2022-10-28,2017,5
aciclovir,laboratorio magnachem international,TABLETA,2022-10-28,2017,5
risperidona 1 mg / ml,inmenol industrial laboratorios,SOLUCION,2022-11-27,2017,5
atdos - union h 320 / 12.5,laboratorios rowe,COMPRIMIDO,2027-08-05,2017,10
rosuvina 10,laboratorios britania,TABLETA,2027-11-01,2017,10
fungusfin,laboratorio san luis,CREMA,2022-11-27,2017,5
pasufel,laboratorios feltrex,TABLETA,2027-10-28,2017,10
metiom iv,eurofarma laboratorios s.a.,POLVO,2027-07-29,2017,10
gabatin-300,mepro pharmaceuticals,CAPSULA,2022-10-28,2017,5
ceumid xr 750,mega labs s.a.,COMPRIMIDO,2027-11-04,2017,10
escitalopram,laboratorios ameripharma,COMPRIMIDO,2022-10-03,2017,5
ampicilina,laboratorio britania,CAPSULA,2027-09-15,2017,10
hidroclorotiazida,laboratorios britania,TABLETA,2027-09-28,2017,10
blosar 50 hct,cardio tech pharmaceutical,TABLETA,2027-09-12,2017,10
balcobal,ciron drugs & pharmaceuticals pvt. ltd.,SOLUCION,2027-10-28,2017,10
numik - k,laboratorios rowe,GEL,2027-09-30,2017,10
dexona 4 mg,laboratorios alfa,TABLETA,2027-09-02,2017,10
espironolactona-25,lab. gefarca ind. farmaceutica perezespinosa,TABLETA,2027-12-08,2017,10
lisinopril-20,lab. gefarca ind. farmaceutica perezespinosa,TABLETA,2027-09-30,2017,10
destider,laboratorios proquimed,JARABE,2027-07-28,2017,10
ceumid xr 1000,mega labs.,COMPRIMIDO,2027-11-04,2017,10
dentobrit,laboratorios britania,SOLUCION,2027-11-02,2017,10
fosfomicina,laboratorio san luis,POLVO,2022-10-28,2017,5
escitalopram,laboratorios ameripharma,COMPRIMIDO,2022-10-03,2017,5
coramed,laboratorio britania,TABLETA,2027-09-30,2017,10
amapine v - 10 / 160,titan laboratories pvt. ltd,TABLETA,2022-10-03,2017,5
enalapril 20,laboratorio magnachem international s.r.l,TABLETA,2027-09-30,2017,10
sudagrip dia,laboratorios farmaceuticos paill,TABLETA,2022-09-16,2017,5
calciden natal,laboratorios alfa,CAPLETA,2027-10-03,2017,10
nirval,laboratorios laprofar,CREMA,2027-11-09,2017,10
esomeprazol calox,calox de costa rica s.a.,TABLETA,2027-04-03,2017,10
ampicilina,innovacion quimica industrial,CAPLETA,2027-08-26,2017,10
clorpromazina alfa,laboratorios alfa,SOLUCION,2027-09-08,2017,10
donepezilo,laboratorios ameripharma,COMPRIMIDO,2022-10-28,2017,5
lekeptam 500,laboratorios britania,CAPLETA,2027-09-12,2017,10
dexametasona,anhui chengshi manufacture medicine co.,SOLUCION,2022-09-16,2017,5
rixdera,ciron drugs & pharmaceuticals pvt. ltd.,SOLUCION,2022-10-28,2017,5
hiospina,laboratorios alfa,SOLUCION,2027-09-16,2017,10
omeprazol,caplin point laboratories,POLVO,2027-06-19,2017,10
acetaminofen 125 mg / 5 ml,inmenol industrial laboratorios,JARABE,2022-11-27,2017,5
betametasona al 0.1%,laboratorio san luis,CREMA,2027-11-13,2017,10
ciprofloxacina 250 mg,inmenol industrial laboratorios,TABLETA,2022-11-27,2017,5
acido mefenamico,jiangxi xierkangtai pharmaceutical co.,TABLETA,2022-10-28,2017,5
cerebrina rangel,laboratorios rangel,JARABE,2027-09-02,2017,10
valscard 80/5,cardio tech pharmaceutical,TABLETA,2022-09-22,2017,5
levotiroxina 100 mcg farqui,farqui,TABLETA,2027-09-30,2017,10
xyel ofteno,laboratorios sophia,SOLUCION,2022-09-30,2017,5
forvel lp 750,mega labs,COMPRIMIDO,2027-11-04,2017,10
esoprasec 20,laboratorios de aplicaciones medicas,COMPRIMIDO,2027-09-08,2017,10
epiclodina pisa,laboratorios pisa,SOLUCION,2027-10-25,2017,10
maod,wexford laboratories pvt. ltd.; india,TABLETA,2022-11-04,2017,5
candekern 8 mg,kern pharma,COMPRIMIDO,2022-11-04,2017,5
doxiciclina 100 mg,laboratorios la sante s. a.,TABLETA,2027-09-30,2017,10
clavucyd 1g bid,novoswiss pharmaceuticals,TABLETA,2027-05-22,2017,10
cloruro de calcio 10 % alfa,laboratorios alfa,SOLUCION,2027-09-08,2017,10
oxitocina 5 ui alfa,laboratorios alfa,SOLUCION,2027-09-08,2017,10
complejo de vitamina b,shandong shenglu pharmaceutical co.,TABLETA,2022-09-30,2017,5
lopraxin - 40,laboratorios alfa,COMPRIMIDO,2027-09-08,2017,10
clomifeno 50 mg alfa,laboratorios alfa,COMPRIMIDO,2027-09-15,2017,10
ondansetron alfa,laboratorios alfa,SOLUCION,2027-09-30,2017,10
amlodipina 10,laboratorio magnachem international,TABLETA,2027-09-08,2017,10
viternum ® r,industria farmaceutica del caribe,SOLUCION,2027-02-28,2017,10
gentamicina 0.1 %,procaps s.a.,CREMA,2022-09-30,2017,5
forvel lp 500,mega labs.,COMPRIMIDO,2027-11-01,2017,10
bandrocare aglf,laboratorios ameripharma,COMPRIMIDO,2022-11-02,2017,5
olmesartan - amlodipina calox,calox de costa rica s.a.,TABLETA,2022-11-02,2017,5
deflazacort calox,calox de costa rica,TABLETA,2027-09-12,2017,10
amikacina,lab. gefarca industria farmaceutica perezespinosa,SOLUCION,2027-09-15,2017,10
contenda - 100,medicamen biotech limited,TABLETA,2022-11-02,2017,5
lisinopril 20,laboratorio magnachem international,TABLETA,2027-09-12,2017,10
evopril sr,ibero farmacos,CAPSULA,2027-08-26,2017,10
evopril atc,ibero farmacos,TABLETA,2027-08-26,2017,10
omeprazol sodico 40 mg,reyoung pharmaceutical co.,POLVO,2027-08-26,2017,10
furalaan,laboratorios antillanos edmar (laaned),SUSPENSION,2027-09-08,2017,10
panda adulto,ibero farmacos,TABLETA,2027-08-17,2017,10
lisinopril 10,laboratorio magnachem international s.r.l.,TABLETA,2027-09-12,2017,10
atdos union a 160/5,laboratorios rowe,COMPRIMIDO,2027-11-21,2017,10
valtan - 320,titan laboratories pvt. ltd,TABLETA,2022-11-04,2017,5
aprobrit duo,laboratorios britania,COMPRIMIDO,2027-09-30,2017,10
esoprasec® 40,laboratorios de aplicaciones medicas,COMPRIMIDO,2027-10-28,2017,10
diclofel,laboratorios feltrex,TABLETA,2022-11-04,2017,5
vejicalm,intas pharmaceuticals,COMPRIMIDO,2027-08-05,2017,10
analxican 20,laboratorio britania,COMPRIMIDO,2027-09-15,2017,10
levofloxacina wemed,laboratorio san luis,CAPLETA,2022-09-30,2017,5
piralmin 750 mg,laboratorios alfa,CAPLETA,2027-09-08,2017,10
pasufel plus h,laboratorios feltrex,TABLETA,2027-09-30,2017,10
aciclovir,wexford laboratories pvt. ltd.,TABLETA,2022-11-04,2017,5
cimetidina alfa,laboratorios alfa,SOLUCION,2027-09-30,2017,10
losartan 100,laboratorio magnachem international,TABLETA,2027-09-12,2017,10
ibuprofen,laboratorios proquimed,SUSPENSION,2027-08-11,2017,10
azitromicina 500 mg - liomont,laboratorios liomont,POLVO,2027-06-29,2017,10
masaton,richam internacional s.a.,TABLETA,2022-11-21,2017,5
"ranlat 1,6",roemmers,POLVO,2022-11-21,2017,5
olmesartan - amlodipina calox,calox de costa rica s.a.,TABLETA,2022-09-30,2017,5
ceftriaxona,reyoung pharmaceutical co.,POLVO,2027-05-16,2017,10
ciprocure-750,cardiotech pharmaceutical,CAPLETA,2027-11-21,2017,10
tensoplus-ad,cardiotech pharmaceutical,TABLETA,2027-11-01,2017,10
valscard plus-80,cardio tech pharmaceutical,TABLETA,2027-09-30,2017,10
penicilina g benzatina,caplin point laboratories,POLVO,2022-11-21,2017,5
amlodipina 5,laboratorio magnachem international,TABLETA,2027-09-12,2017,10
bromhexina 8,laboratorio magnachem international,TABLETA,2022-11-01,2017,5
panufix 10,laboratorios rowe,COMPRIMIDO,2022-09-30,2017,5
olmesartan + amlodipina calox,calox de costa rica s.a.,TABLETA,2022-11-01,2017,5
dexagesic  0.75,laboratorio magnachem international,TABLETA,2027-09-16,2017,10
levocure- 500,cardio tech pharmaceutical,TABLETA,2022-11-01,2017,5
rancv msn lab,msn laboratories private limited,TABLETA,2027-06-30,2017,10
derinoe xr 500,mega labs.,COMPRIMIDO,2027-11-04,2017,10
berkin 60,ibero farmacos,TABLETA,2027-08-11,2017,10
hidroclorotiazida 12.5 mg,inmenol industrial laboratorios,TABLETA,2027-09-30,2017,10
tinidazol,laboratorio magnachem international,CAPLETA,2022-09-22,2017,5
clotraxin,ancalima lifesciences,CREMA,2027-08-12,2017,10
sensibit xp,laboratorios liomont,TABLETA,2027-09-28,2017,10
succinilcolina cloruro,laboratorio internacional argentino s. a.,POLVO,2022-09-27,2017,5
etablox h,laboratorios ameripharma,COMPRIMIDO,2022-09-27,2017,5
levotrin® 25,laboratorios de aplicaciones medicas,COMPRIMIDO,2027-09-15,2017,10
sulfadiazina argentica al 1%,laboratorio san luis,CREMA,2022-11-13,2017,5
lesator® 10,laboratorios de aplicaciones medicas,COMPRIMIDO,2027-09-16,2017,10
glipixor m 2 / 500,medicamen biotech ltd.,TABLETA,2022-11-02,2017,5
levotrin® 50,laboratorios de aplicaciones medicas,COMPRIMIDO,2027-10-28,2017,10
biopranox,wexford laboratories,CAPSULA,2027-09-22,2017,10
pancreatina + simeticona,wexford laboratories,TABLETA,2027-11-25,2017,10
lonimat,laboratorios ameripharma,TABLETA,2022-09-27,2017,5
valscard-320 hct,cardio tech pharmaceutical,CAPLETA,2027-09-30,2017,10
etablox h,laboratorios ameripharma,COMPRIMIDO,2022-09-27,2017,5
rosuvina 40,laboratorio britania,TABLETA,2027-09-30,2017,10
etablox h,laboratorios ameripharma,COMPRIMIDO,2022-09-27,2017,5
zovax,mepro pharmaceuticals,CREMA,2022-11-02,2017,5
equifem,laboratorio elea s.a.c.i.f. y a.,CREMA,2022-11-02,2017,5
angidol® 1/1,laboratorios de aplicaciones medicas,COMPRIMIDO,2027-09-16,2017,10
clomak 500,laboratorios rowe,OVULO,2022-09-30,2017,5
rafamin 550,roemmers,COMPRIMIDO,2022-09-30,2017,5
toprazol 40,laboratorio magnachem international,TABLETA,2022-11-21,2017,5
maxidipin compuesto - d,ethical pharmaceutical,COMPRIMIDO,2022-09-30,2017,5
acetaminofen,jiangxi xierkangtai pharmaceutical co.,TABLETA,2022-11-21,2017,5
lodestar® zid,laboratorios liomont,TABLETA,2027-08-12,2017,10
acido zoledronico 4mg/5ml - liomont,laboratorios liomont,SOLUCION,2027-06-30,2017,10
deflazacort calox,calox de costa rica,TABLETA,2027-09-08,2017,10
alondra,laboratorios andromaco,COMPRIMIDO,2022-10-28,2017,5
normox,laboratorios rangel,CAPSULA,2027-09-16,2017,10
carbamazepina 100 mg,inmenol industrial laboratorios,TABLETA,2022-11-27,2017,5
k-tamoxi,khandelwal laboratories pvt. ltd.,TABLETA,2022-09-15,2017,5
liproquimed-a,laboratorios proquimed,TABLETA,2027-07-29,2017,10
oftol nicolich plus,laboratorios saval,SUSPENSION,2027-09-02,2017,10
clopidogrel 75 mg,phoenix pharma,COMPRIMIDO,2027-09-12,2017,10
kemazole,khandelwal laboratories pvt. ltd.,TABLETA,2022-11-27,2017,5
tadalafil  20 if,ibero farmacos,TABLETA,2027-08-05,2017,10
persatex 5,ibero farmacos,TABLETA,2027-08-11,2017,10
candesartan 16 mg,phoenix pharma,COMPRIMIDO,2028-07-06,2017,11
etablox h,laboratorios ameripharma,COMPRIMIDO,2022-10-13,2017,5
cloranfenicol,jiangsu huayang pharmaceutical co.,CAPSULA,2022-11-27,2017,5
azitromicina mamey® 500 mg,laboratorios de aplicaciones medicas,COMPRIMIDO,2027-09-15,2017,10
valsartec ah 320 / 10 / 25,cellchem pharmaceuticals inc.,TABLETA,2022-11-27,2017,5
valsartan + amlodipina  320 / 10 if,ibero farmacos,CAPLETA,2027-08-11,2017,10
acido acetilsalicilico,shandong xier kangtai pharmaceutical co.,TABLETA,2022-11-27,2017,5
sertal,mega labs s.a.,COMPRIMIDO,2027-11-25,2017,10
dolocure plus,cardio tech pharmaceutical,CAPLETA,2027-08-26,2017,10
hidroclorotiazida,jiangxi xierkangtai pharmaceutical co.,TABLETA,2022-11-27,2017,5
glipiride compuesto,ethical pharmaceutical,COMPRIMIDO,2027-10-28,2017,10
aprobrit max,laboratorio britania,COMPRIMIDO,2027-10-09,2017,10
ahorasi-20,cardio tech pharmaceutical,TABLETA,2027-09-08,2017,10
komolin,laboratorios proquimed,JARABE,2027-07-29,2017,10
digoxina,ancalima lifesciences ltd,SOLUCION,2022-10-28,2017,5
inflavir,laboratorios ameripharma,TABLETA,2022-10-28,2017,5
amapine v - 10 / 320,titan laboratories pvt. ltd,TABLETA,2022-09-15,2017,5
acido ibandronico genfar,sanofi -aventis de colombia s.a.,COMPRIMIDO,2022-09-15,2017,5
nalbufina 20 mg / 2 ml,laboratorios sintesis,SOLUCION,2027-10-03,2017,10
atenolol 50,laboratorio magnachem international,TABLETA,2027-09-30,2017,10
geniprol,laboratorio san luis,CAPLETA,2022-10-28,2017,5
berkin 120,ibero farmacos,TABLETA,2027-08-11,2017,10
inflatrio relax,ibero farmacos,CAPSULA,2022-10-09,2017,5
fluconazol,laboratorio san luis,POLVO,2022-10-13,2017,5
levotiroxina 0.100 if,ibero farmacos,TABLETA,2027-08-05,2017,10
inflatrio g,ibero farmacos,GEL,2022-10-09,2017,5
valsartec ah 160 / 5 / 12.5,cellchem pharmaceuticals inc.,TABLETA,2022-11-27,2017,5
valsartan + amlodipina  160/10 if,ibero farmacos,TABLETA,2027-08-05,2017,10
tiantrex 10,mega labs,COMPRIMIDO,2027-11-25,2017,10
martonesan,laboratorios proquimed,TABLETA,2027-07-29,2017,10
metoprolol tartrato,cellchem pharmaceuticals inc.,TABLETA,2022-09-15,2017,5
clomak plus,laboratorios rowe,CREMA,2022-09-15,2017,5
ialux,gefarca industria farmaceutica perezespinosa,SOLUCION,2027-11-01,2017,10
metoprolol tartrato,cellchem pharmaceuticals inc.,TABLETA,2022-09-15,2017,5
pectodos,laboratorio innovacion quimica industrial,JARABE,2027-06-29,2017,10
clomak plus,laboratorios rowe,CREMA,2022-09-15,2017,5
levocetirizina diclorhidrato calox,calox de costa rica s.a.,TABLETA,2022-09-15,2017,5
eurolosart-d,ethical pharmaceutical,COMPRIMIDO,2027-09-15,2017,10
valsartec a 160 / 10,cellchem pharmaceuticals inc.,TABLETA,2022-09-15,2017,5
losartan -100,laboratorios britania,TABLETA,2027-11-01,2017,10
maxipress-d,ethical pharmaceutical,COMPRIMIDO,2027-09-15,2017,10
clomak 200,laboratorios rowe,OVULO,2022-09-15,2017,5
clomak plus,laboratorios rowe,OVULO,2022-09-15,2017,5
xitrox 500,laboratorios de aplicaciones medicas,COMPRIMIDO,2027-09-15,2017,10
liproquimed,laboratorios proquimed,TABLETA,2027-07-29,2017,10
ara ii-d,ethical pharmaceutical,COMPRIMIDO,2027-09-15,2017,10
sulepta,labdhi pharmaceuticals,SOLUCION,2022-10-28,2017,5
natadime,ancalima lifesciences ltd,POLVO,2022-10-28,2017,5
colestar 10-10,cardiotech pharmaceutical,CAPLETA,2027-10-28,2017,10
psiquefum,medifarma,COMPRIMIDO,2022-10-28,2017,5
propranolol 10 mg if,ibero farmacos,TABLETA,2027-08-05,2017,10
farprazol 20,farqui,TABLETA,2027-09-30,2017,10
liproquimed,laboratorios proquimed,TABLETA,2027-07-29,2017,10
candesartan 8 mg,phoenix pharma,COMPRIMIDO,2027-07-06,2017,10
ibertan ultra 300 / 10 / 25,laboratorios de aplicaciones medicas,COMPRIMIDO,2027-09-30,2017,10
candesartan 32 mg,phoenix pharma,COMPRIMIDO,2027-07-06,2017,10
liproquimed-a,laboratorios proquimed,TABLETA,2027-07-29,2017,10
acetaminofen,laboratorio san luis,SUPOSITORIO,2022-10-28,2017,5
valsartec a 320/10,cellchem pharmaceuticals inc.,TABLETA,2022-10-23,2017,5
antalergin,laboratorios ameripharma,JARABE,2027-09-16,2017,10
donepezilo,laboratorios ameripharma,COMPRIMIDO,2022-10-28,2017,5
candekern 16 mg,kern pharma,COMPRIMIDO,2022-09-15,2017,5
martonesan,laboratorios proquimed,TABLETA,2027-07-29,2017,10
bertena,laboratorios laprofar,SUSPENSION,2027-11-25,2017,10
tiantrex 5,mega labs.,COMPRIMIDO,2027-11-25,2017,10
blosar plus-50,cardiotech pharmaceutical,TABLETA,2027-10-28,2017,10
nalbufina 30 mg / 3 ml,laboratorios sintesis,SOLUCION,2027-10-13,2017,10
ariprid 15,cellchem pharmaceuticals inc.,TABLETA,2022-09-15,2017,5
doreben,ciron drugs & pharmaceuticals pvt. ltd.,TABLETA,2022-10-28,2017,5
inflatrio 75,ibero farmacos,TABLETA,2022-09-16,2017,5
aprobrit hct,laboratorio britania,COMPRIMIDO,2027-10-28,2017,10
powerlynest,laboratorio innovacion quimica industrial,SUSPENSION,2027-10-28,2017,10
quisalor,laboratorios proquimed,TABLETA,2027-08-11,2017,10
ceftriaxona,jiangxi xierkangtai pharmaceutical co.,POLVO,2022-11-27,2017,5
valsartec ah 160/10/25,cellchem pharmaceuticals inc.,TABLETA,2022-09-16,2017,5
clortalidona 50,laboratorio magnachem international,TABLETA,2022-10-28,2017,5
panufix 10,mega labs s.a.,COMPRIMIDO,2027-11-25,2017,10
ciprocure-uro,cardio tech pharmaceutical,CAPLETA,2027-11-04,2017,10
levofloxacina,wexford laboratories pvt. ltd.,TABLETA,2027-11-04,2017,10
lustatin e-10/10,titan laboratories pvt. ltd,CAPSULA,2022-11-27,2017,5
lamivudina,farmatech s.a.,SOLUCION,2022-09-16,2017,5
candekern,kern pharma,COMPRIMIDO,2022-10-28,2017,5
liproquimed,laboratorios proquimed,TABLETA,2027-07-29,2017,10
ibuprofen mamey 600 mg,laboratorios de aplicaciones medicas,CAPLETA,2027-09-15,2017,10
acetaminofén 500,laboratorio magnachem international s.r.l,TABLETA,2027-09-30,2017,10
carsipril® compuesto h,laboratorios de aplicaciones medicas,COMPRIMIDO,2027-09-15,2017,10
panufix 5,laboratorios rowe,COMPRIMIDO,2022-09-16,2017,5
onasorb,innovacion quimica industrial,CAPLETA,2022-09-12,2017,5
levocure- 750,cardiotech pharmaceutical,CAPLETA,2027-11-01,2017,10
sinper plb 2.5,laboratorios rowe,COMPRIMIDO,2027-06-29,2017,10
lekeptam 750,laboratorio britania,CAPLETA,2027-11-01,2017,10
derinoe xr 750,mega labs s.a.,COMPRIMIDO,2027-11-04,2017,10
loperamida 2 mg,inmenol industrial laboratorios,TABLETA,2022-09-16,2017,5
miprorpin-a,laboratorios proquimed,TABLETA,2027-08-12,2017,10
derinoe xr 1000,mega labs.,COMPRIMIDO,2027-11-04,2017,10
esomeprazol lam 20 mg,laboratorios de aplicaciones medicas,COMPRIMIDO,2022-10-09,2017,5
ossy aglf,wexford laboratories pvt. ltd.,TABLETA,2022-09-12,2017,5
aracure- a 32 / 10,cardiotech pharmaceutical,CAPLETA,2027-11-01,2017,10
coranprol 5,farqui,TABLETA,2027-09-30,2017,10
tiocolchicosido calox,calox de costa rica,CAPSULA,2027-09-30,2017,10
rafamin 200,roemmers,COMPRIMIDO,2022-09-16,2017,5
martonesan,laboratorios proquimed,TABLETA,2027-07-29,2017,10
sedipen 50,laboratorios britania,COMPRIMIDO,2027-11-02,2017,10
cletsin 500,laboratorios rowe,COMPRIMIDO,2027-11-23,2017,10
promixol,laboratorios rowe,SOLUCION,2027-10-28,2017,10
lekeptam,laboratorio britania,JARABE,2027-11-01,2017,10
saditran,laboratorios ameripharma,TABLETA,2022-10-07,2017,5
sosirtan,laboratorios proquimed,CAPLETA,2027-08-11,2017,10
prasenap roemmers 20/5,acromax laboratorio quimico farmaceutico s.a. ecuador,COMPRIMIDO,2022-09-16,2017,5
topral union,laboratorios rowe,COMPRIMIDO,2022-10-28,2017,5
acido acetilsalicilico,shandong xier kangtai pharmaceutical co.,TABLETA,2022-11-27,2017,5
varlon,laboratorios proquimed,JARABE,2027-07-29,2017,10
aprobrit duo,laboratorio britania,COMPRIMIDO,2027-11-21,2017,10
mesinib,laboratorio varifarma s.a,COMPRIMIDO,2022-09-16,2017,5
montelukast mamey 5 mg,laboratorios de aplicaciones medicas,COMPRIMIDO,2028-03-14,2018,10
siclot xr 100,mega labs,COMPRIMIDO,2028-08-31,2018,10
metformina lam®  750 xr,laboratorios de aplicaciones medicas,COMPRIMIDO,2028-07-17,2018,10
tranquinil – mecd 1,laboratorios britania,TABLETA,2028-06-07,2018,10
dolocoxib® 120,laboratorios de aplicaciones medicas,COMPRIMIDO,2028-07-17,2018,10
memankern 10 mg,kern pharma,COMPRIMIDO,2023-07-25,2018,5
vagibiotic plus,laboratorios alfa,OVULO,2028-07-30,2018,10
levotiroxina,steril-gene life sciences (p) ltd,TABLETA,2023-06-28,2018,5
piralmin,laboratorios alfa,SOLUCION,2028-07-30,2018,10
bisbeta,ibero farmacos,COMPRIMIDO,2023-11-28,2018,5
vessone  20,mega labs s.a.,COMPRIMIDO,2028-08-23,2018,10
fercobre carnitina,laboratorios ameripharma,CAPSULA,2028-02-19,2018,10
fercobre carnitina,laboratorios ameripharma,JARABE,2028-01-31,2018,10
merlix,novoswiss pharmaceuticals,SOLUCION,2028-06-13,2018,10
bosnia forte,wexford laboratories,TABLETA,2028-06-07,2018,10
obexol,laboratorios saval,CAPSULA,2028-08-24,2018,10
sensibit,laboratorios liomont,TABLETA,2023-07-17,2018,5
ceftriaxona sodica,aculife healthcare private limited,POLVO,2028-07-17,2018,10
sosirtan - h,laboratorios proquimed,CAPLETA,2023-11-28,2018,5
sulfatiazol 500 mg,laboratorios alfa,TABLETA,2028-07-30,2018,10
cardiogesic®,laboratorios de aplicaciones medicas,COMPRIMIDO,2028-07-17,2018,10
fenitoina sodica,samarth life sciences,SOLUCION,2023-07-17,2018,5
cinimas 120,saga lifesciences limited,TABLETA,2028-08-23,2018,10
fosfomicina mamey  500 mg,laboratorios de aplicaciones medicas,COMPRIMIDO,2028-08-23,2018,10
emperyca 75 mg capletas recubiertas,camilo labs,CAPLETA,2028-08-31,2018,10
prolux 100,acromax laboratorio quimico farmaceutico s.a. ecuador,SOLUCION,2023-07-17,2018,5
rosurvitae,laboratorios proquimed,TABLETA,2023-11-28,2018,5
salbutral ac hfa,laboratorio pablo cassara s.r.l.,SUSPENSION,2023-07-17,2018,5
compensial,laboratorios rowe,CAPSULA,2023-07-19,2018,5
amlodipina besilato,unicure india ltd.,TABLETA,2023-07-20,2018,5
piroton 10,laboratorios de aplicaciones medicas,COMPRIMIDO,2023-07-20,2018,5
secdazol plus,laboratorio magnachem international s.r.l.,CAPSULA,2028-08-24,2018,10
cirbia er 500,mega labs,COMPRIMIDO,2028-09-26,2018,10
triobras - h 32 / 12.5,ibero farmacos,TABLETA,2023-11-28,2018,5
espafar,innovacion quimica industrial,CAPLETA,2023-06-28,2018,5
amoxicilina,flagship biotech international,CAPSULA,2023-07-17,2018,5
esomeprazol lam 10 mg,laboratorios de aplicaciones medicas,COMPRIMIDO,2023-07-20,2018,5
citadex® 10,laboratorios de aplicaciones medicas,COMPRIMIDO,2028-03-14,2018,10
relotib,laboratorio varifarma s.a,COMPRIMIDO,2023-11-06,2018,5
levotiroxina  lam ®25 mcg,laboratorios de aplicaciones medicas,COMPRIMIDO,2028-03-27,2018,10
citadex® 20,laboratorios de aplicaciones medicas,COMPRIMIDO,2028-03-27,2018,10
bronsal- a,laboratorios gobeyn,JARABE,2023-07-20,2018,5
cetirizina,laboratorios gobeyn,JARABE,2023-06-28,2018,5
sosirtan - a,laboratorios proquimed,CAPLETA,2023-11-28,2018,5
clopidogrel,industria farmaceutica del caribe,TABLETA,2028-01-30,2018,10
vancomicina hcl,reyoung pharmaceutical co.,POLVO,2023-07-20,2018,5
ciprofloxacina 500 mg,industria farmaceutica del caribe,CAPLETA,2028-03-05,2018,10
tramadol clorhidrato,flagship biotech international,SOLUCION,2023-07-20,2018,5
tripexa lp 6.25,mega labs,COMPRIMIDO,2023-06-28,2018,5
"neuroalfa 25,000",laboratorios alfa,SOLUCION,2028-07-30,2018,10
propranolol,industria farmaceutica del caribe,TABLETA,2028-01-30,2018,10
olaxil® 10,laboratorios de aplicaciones medicas,COMPRIMIDO,2028-07-17,2018,10
metformina mamey 750 xr,laboratorios de aplicaciones medicas,COMPRIMIDO,2028-07-17,2018,10
